Question,Tag
"Tenho interesse no produto. Você aceitaria drone Karma GoPro na troca? Att, Felipe",oferta
Tá bom vocês têm Whatsapp?,contato
Sou do nordeste e tenho que pagar frete! Tem como abaixar o valor do iPhone?,pagamento
Teria telefone para contato?,contato
Só tem na cor preta?o produto é realmente original?,cor
Essa cor q vcs tem cinza seria essa da foto?,cor
"Bom dia ! Consta um último na cor branca, quanto de bateria ele está ?",cor
Faz por 380?,oferta
Eu fiz a compra mas o pagamento está em análise até agora.. fiz com cartão de crédito!,pagamento
Quanto tempo demora pro pagamento ser aprovado?,pagamento
Qual o valor do fone sebeu quiser comprar completo?,pagamento
"Não estar aparecendo o chat do mercado livre já,só número para contato",contato
"Olá, boa tarde. Poderia deixar esse aparelho por 1900,00? Ou deixa o frete grátis? Aguardo a resposta.",frete
faz por 2000 hj? compro agora mesmo!,oferta
O produto vem com carregador e fone original  ?,acessorios
qual o tempo de uso do aparelho??,condicao
Aínda disponível?,estoque
Boa noite  o frete está disponível o  para Salvador Ba,frete
Porque tenho que pagar o frete? Se o anúncio dis frete grátis!!,frete
ta funcionando tudo certinho? tem garantia?,garantia
carregador não?,acessorios
Menor valor que dar pra fazer,pagamento
So tem essa cor ou posso escolher,cor
Em qual cor está disponível? Ah algum defeito?,cor
Possui na cor branca?,cor
o mercado livre me dá frete grátis pela pontuação,frete
Tu já tentou com outro carregador ?,acessorios
Se eu desse uma entrada de uns 300 reais (depósito ou boleto) as parcelas diminuem o valor?,oferta
Me garanta q esta funcionando normal ?,condicao
Pode mandar foto,fotos
Qual cor tem disponivel ?,cor
"Mais funciona ,ou tem outros defeitos tambem",condicao
Consegue me mandar seu whatsap pra me Mandar fotos do aparelho?,contato
Qualquer cor sai a esse preço??,cor
Passa o WhatsApp para mim,contato
Manda o teu WhatsApp para mim e o endereço da loja,contato
Vc tem o 6s plus ? Me informa o valor,pagamento
Boa tarde..  tem o dourado?,cor
E novo? Tem gold?,cor
Assim curiosidade beleza quando eu dar entrada nele vai ter que pagar frete não intendo muito dessas coisas,frete
Melhora o preço dele,oferta
Estou pensando em comprar Parcelado só em abril até la o valor sera o mesmo,pagamento
Bom dia  Vc te. Na cor Rose?,cor
Quero saber pq o pagamento ainda nao foi aprovado que se ja foi debitado do cartao !!!!,pagamento
tem na cor prata com 64gb?,cor
"Mas sobe juros, ou continua no valor normal?",pagamento
Tem na cor ouro?,cor
Não tem na cor vermelha?,cor
Boa noite .. quais cores disponíveis?? Obrigado,cor
Ainda tem disponível a cor Gold?,cor
Boa noite ! Original novo lacrado? Tem a cor gold,cor
"O valor total será 1.426,97...correto? Gostaria de comprar com vc mesmo...",pagamento
Olá boa tarde. Aínda tem a cor prata?,cor
"Ok então.. Obrigado pela atenção, caso tiver novamente..eu quero um aparelho deste..se vcs puderem me notificar... obrigado. Se quiser posso te enviar meu contato do whatsapp",contato
Ok vou compra esse ali na cor rosa 64gb vou paga n cartão aí amanhã vc já envia,cor
Ola! Ainda tem?,estoque
Pronto compra efetuada / a com aparece cinza  / mas gostaria de receber na cor preta !!!! grato !!!!,cor
a vista fica quanto?,pagamento
Opa amigo telefone pra contato,contato
Tem zap?,contato
"Boa noite, vc não consegue um disconto a vista?",oferta
O aparelho só tem na cor vermelha,cor
tem só na cor vermelha? e vem com o adaptador pra fone de ouvidos?,cor
Na cor vermelha?,cor
Vc tem qual cor dele  Novo  Na caixa,cor
Bom dia vc tem ele na cor rose?,cor
"Boa tarde acabei de fazer a compra do celular quero na cor rosa, tem como vc fazer o envio até amanhã ¿",cor
Quais são as cores disponíveis?,cor
"Ola, queria saber se fosse fazer em 12x todos o mes a paercela vem por email",especificacoes-tecnicas
"Olá, qual é o valor a vista?",pagamento
Tem na cor prata? Obrigado.,cor
Tem na cor preta ? Bom dia.,cor
Ele vem com seus acessórios e desbloqueado pra qualquer operadora,acessorios
Faz 400 avista? Pra hj,oferta
Por que a exploração do valor de um dia para o outro?,pagamento
"Vi que só tem 2 na cor rose, qual é a saúde das baterias",cor
Vocês tem ele na cor preto mas não ???,cor
Oi tudo bem ? Disponível o aparelho ?,estoque
Qual o valor mínimo para comprar agora ?,pagamento
OLA SOU DE PERNAMBUCO QUAL VALOR MINIMO QUE ELE PODERIA SER ?,pagamento
"Bom dia, qual o menor valor? Moro em salvador",pagamento
Qual valor faz a vista?,pagamento
Só tem na cor preta ?,cor
O Pagamento é feito Direto na sua conta?,pagamento
tem algum link qual a cor disponivel?,cor
Aumentou o valor?,pagamento
Tem número para contato?,contato
"So para confirmar, os fones e carregador nao sao originais? Sao similares ?  256 gb?  A vista tem algum desconto?",especificacoes-tecnicas
produto excelente ? envio imediato ?,entrega
quanto tá a saúde da bateria?,condicao
como será o pagamento?,pagamento
Aceito... posso alterar o valor do anúncio?,pagamento
"Boa tarde, ainda disponivel",estoque
"Você o 7 plus, qual o valor.",pagamento
"Ola, tem na cor preto fosco ?",cor
disponível?,estoque
Possui marcas de uso? Se sim...elas interferem no funcionamento?,condicao
100 com frete grátis,frete
Bom dia! Funciona tudo perfeitamente? Está em estado de zero?,condicao
Vi que está ligando ...qual seria o problema dele ?,especificacoes-tecnicas
consegue fazer um valor mais a baixo ? compro agora mesmo,pagamento
Se eu pagar no dinheiro quantos dia leva pra confirmar o pagamento,pagamento
E por conta do frete amigo eu moro no Piauí deixa por 250?o frete tá 44 reais,frete
Boa noite! iCloud livre? Algum defeito ou trincado?,especificacoes-tecnicas
tem a cor vermelho ?,cor
Só tem da cor verde?,cor
Ainda disponível? Posso fazer o pagamento por transferência?,pagamento
Algum número pra contato,contato
"Na descrição diz que vem 2 brindes, qual são eles?",brinde
Oi tudo bom faz 1700,oferta
"amei o produto, veio no prazo certo, ainda é quase novo! vou comprar outro!",agradecimento
o iphone é original (novo e lacrado)????,original
Mas ele liga,especificacoes-tecnicas
Nossa em 12 vezes da 900 de juros,pagamento
tem quantos na cor rosa,cor
Tá sem estoque? Quando vai ter novamente?,estoque
"eu comprei,como faço para selecionar a cor ?",cor
como faço para selecionar a cor gold ?,cor
Me passa seu WhatsApp,contato
Tem whats,contato
Qual a forma de pagamento?,pagamento
Qual a cor desse iPhone ?,cor
Vc me chama no Google medialive estudio web,contato
medialivecombr me chama la,contato
Teria telefone pra contato?,contato
Boa noite qual a forma de pagamento?,pagamento
"Olá, bom dia!  Qual a saúde da bateria?  Quais a qualidade das câmeras?",condicao
"Vem com o iphone,?",especificacoes-tecnicas
"Por acaso, esse aparelho é novo ou seria usado?",original
06814290 frete expresso,frete
pq eu ainda vou paga o frete e quero no sedex,frete
Tem cor branca?,cor
Bom dia o carregador é original,especificacoes-tecnicas
Kkk valeu,agradecimento
a tela acende?,especificacoes-tecnicas
Tem promocao??,oferta
O unico problema é estar trincado ?,especificacoes-tecnicas
Esse valor é negociável ?,pagamento
Vc tem de qual cor VC tem?,cor
Qual a saude da bateria do celular. Carregador original ?,especificacoes-tecnicas
"Tenho interesse em comprar poderia me mandar o IMEI pra mim conferir, pois já fui enganado e sempre verifico antes de comprar agora, Para ver o codigo é so discar *#06#",original
Bom dia. Não tem mesmo na cor rosê?,cor
Qual a cor? E novo?,agradecimento
Vcs tem ele na cor vermelha?,cor
Na cor branco você teria disponível ?,cor
"Teria na cor dourado, e com a caixa original, se tiver um com a melhor saúde, vou compra um.",cor
Tem contato?,contato
"Ok vou efetuar minha compra, obrigada pela atenção com as respostas. Tem a pronta entrega a cor Prata?",cor
Poxa mudou o valor :(...,pagamento
Qual a cor tem disponivel,cor
Vem nota fiscal ? Tem a cor rose mais queria com uma bateria melhor,cor
Vc tem WhatsApp?,contato
Vou comprar um agora na cor rose mande o da bateria melhor por favor,cor
Quero o de 256..,especificacoes-tecnicas
efetuar pagamento envia amanhã?,pagamento
Qual o valor de um aparelho?,pagamento
ELE RECEBE ATUALIZAÇÃO ATÉ QUAL DO IOS?,especificacoes-tecnicas
"Há possibilidade de chegar antes? Se colocar Sedex para 15093526, não chega até o Natal?",entrega
Ne frete gratis nao,frete
Ele vai ser atualizado em breve e não vai ter como baixar watzap mais,contato
O preço está sem juros. Gostaria de negociar o valor a vista.,pagamento
"Boa noite, tem outro método de pagamento? Como o pagsrguro?",pagamento
enivia ainda hoje?,entrega
Quanto sai esse mesmo modelo com 32gb ?,pagamento
"Vocês sempre tem em estoque nesse valor e forma de pagamento, ou está sujeito a ficar sem estoque?",pagamento
"Boa noite, o pagamento caiu ?  Aqui diz que a transição foi efetuada",pagamento
"Boa tarde, eu realizei o pagamento só que diz que aind está pendente",pagamento
"Boa noite vc tem o iPhone XR com 128G , qual o valor?",pagamento
Faz 1800 avista,oferta
Boa noite o produto e original de vem na caixa original tem na cor rose,cor
Boa noite teria na cor vermelho ?,cor
Boa tarde você tem ele a pronta entrega na cor prata ou rosa ou branco,cor
O dourado é o mesmo valor?,pagamento
Ainda tem na cor prata ?,cor
Oi boa tarde vcs tem o branco ?,cor
tem a cor rosa,cor
Qual o motivo do valor baixo ?,pagamento
Quanto ta custando? O mesmo valor?,pagamento
Tá funcionando em perfeito estado?,condicao
Boa noite. Consegue enviar amanhã?,entrega
"Boa noite, tem quantos aparelhos na cor dourada ? Gostaria de ver mais fotos, se possível.",cor
e ai blz? esta funcionando perfeitamente? tem algum detalhe?,condicao
Qual cor tem disponível ?  ele é de fato um produto de vitrine ?,cor
"Ola, consigo efetuar o pagamento em dois cartões?",pagamento
"Boa noite, tem na cor branco esse produto ?",cor
TEM NA COR PRETA ?,cor
Qual a cor vc tem disponível e vem nota fiscal,cor
Eu moro em Taguatinga Norte. Onde você pode encontrar comigo para a entrega?,entrega
Tem garantia de quanto tempo ? A garantia é da Apple ?,garantia
Ele teve algum defeito ?,especificacoes-tecnicas
Olá boa noite!e original vem com tudo?,original
Qual o valores ?,pagamento
"Bom dia, após o pagamento quantos dias para entrega?",pagamento
"bom dia, quanto tempo para entrega ?",entrega
Qual descrição ???,especificacoes-tecnicas
Pelo zap,contato
"Boa tarde! Fiz o pagamento a vista do iPhone,  pra vc deve cair hoje ou amanhã,  muito obrigada, ansiosa por receber ele¿¿",pagamento
Tem na cor prata?,cor
Iphone 11 verde 128gb tem estoque?,estoque
Ainda tem na cor Rose Gold ?,cor
Só tem a cor rosa é?,cor
"Ola, só tem a cor rosa ? E o celular tá com as peças originais ou mexidas ?",cor
"Bom dia, possui o cinza-espacial? Se sim, após a compra lhe encaminho uma mensagem para informar?",cor
"Ola, queria saber se fosse fazer em 12x todos o mes a paercela vem por email",pagamento
Tem como postar a foto do produto?,fotos
Pagamento efetuado hoje ... Fico no aguardo.,pagamento
Faz por 1000 ? Pagamento a vista,oferta
Aumentou o valor? Não consegui comprar sábado pq o banco bloqueou a compra pelo valor alto,pagamento
Ok consegue um cupom de desconto? Pelo menos pelo frete expresso? ¿,frete
"Só pra confirmar o anúncio. É novo, original e lacrado ? Tem na cor branca ?",cor
Quais são os acessórios inclusos ?,acessorios
Saúde,agradecimento
"Ok, acabei de fazer o pagamento",pagamento
Tem a cor ouro rosa ainda?,cor
"Tem na cor preto brilhante, jet black ?",cor
Vocês tem na cor rose?,cor
"Acabei de efetuar uma compra, tem na cor rose?",cor
Tem cor de ouro,cor
Tem a cor rosa? Acabei de comprar confirma?,cor
Ola bn! Tem cor rose ainda?,cor
Na cor rosa gold.. saúde dar bateria ?,cor
Melhora o preço ou então coloca sedex o frete que compro,oferta
Boa tarde ainda tem a cor rosa ?,cor
Tem na cor rosa,cor
qual desconto para pagamento avista?,pagamento
Ainda tem na cor dourada,cor
Disponivel na cor dourado?,cor
Boa noite. Tem o preto pronta entrega ?,estoque
Oi esse iphone são seminovos?,condicao
"Boa noite, tem da cor preta ou prata?",cor
Ainda disponível na cor rose ?,cor
Boa noite! Só tem na cor rosa?,cor
"Olá vcs tem o iPhone 8 64GB, na cor rosa?",cor
teria na cor preta ?,cor
Consegue enviar um carregador de brinde?,brinde
A bateria como esta,condicao
Queria conprar mas queria parcelar em 2 cartoes e nao da pra faser isso aqui pelo mercado livre como nos fas??,pagamento
Qual a cor disponível no momento??,cor
bom dia vc tem na cor preto mate,cor
É 32 Gb ou 128?,especificacoes-tecnicas
"CONSEGUE DIMINUIR ,PRA ABATER O FRETE?",oferta
Tá com o icloud limpo ?,especificacoes-tecnicas
Olá boa tarde! qual o tempo da garantia do fabricante ? é 1 ano ?,garantia
Vou fazer pagamento amanhã vc colocar preço normal 850 pode ser mando msg pra vc hora for compra der pra vc muda preço tem como,oferta
"bom dia , tem na cor branca ou dourado ?",cor
VC subiu o preço? Ou vai manter o valor que estava?,pagamento
É 32 ou 64gb de memória? O anuncio esta com 2 informaçoes diferentes...,especificacoes-tecnicas
Vc consegue fazer 1900 já compro ele dai,oferta
Quanto tempo de garantia ? E quanto vou pagar no frete ?,frete
Mim manda o link do rose  Vou compra rose mesmo,cor
Efetuei a compra aguardo seu contato obrigado!!,contato
Tem que ser pelo ML.. estou em sp,entrega
Biometria funcionando ? Muita marca de uso ?,condicao
Boa tarde... cor disponível?,cor
Ola boa tarde  Este anuncio sao celulares novos ou usados  e a cor ?,cor
O modelo da cor preta e o preto fosco amigo ?,cor
Como faço pra mandar um X valor pro produto e dividir o restante??,pagamento
Pode postar fotos mais atuais e um video atual por favor. Obrigado,fotos
Eu quero na cor ouro !,cor
"Tudo bem então, mas o preço será o mesmo? O Pagamento é via mercado pago? Obrigado",pagamento
qual a cor disponível?,cor
Boa tarde  Pode me dizer se tem a cor ouro a pronta entrega ???,cor
Eu comoro se fizer esse valor de 7 635 em 10x sem.juros,pagamento
Qual cor tem disponível pra pronta entrega?,cor
Pode deixar ¿,agradecimento
Que pena queria outra cor   Obrigada,cor
somente na cor vermelha?,cor
Tem na cor branca ?,cor
Tem na cor branco?,cor
"Bom dia amigo, teria na cor branca  ?",cor
Que cor você tem,cor
Tem a cor preta?,cor
So tem na cor amarelo?,cor
Bom dia vcs ainda tem o produto e só esta cor ?,cor
Só tem essa cor ?,cor
Qual cor tem disponível ? Vem com nota fiscal em meu nome ?,cor
"Perfeita, sem quebra.  Qual o menor valor que faz?",pagamento
"Se aceitar 300 eu fico, porque 460 e quase o valor que vc quer no celular completo",oferta
Quais valores do 11 64gb  Iphone 8 Plus  Iphone xr 64gb,pagamento
E celular qual valor,pagamento
Esse e o melhor valor?,pagamento
Como faço para entrar em contato com você? Não consigo no chat,contato
o aparelho está desconectado do icloud ?,especificacoes-tecnicas
"olá, Bom Dia... desc não entendi o problema dele... ele não funciona mais, é isso? OBGDO!",especificacoes-tecnicas
Modifica pra 1000 que compro,oferta
"Ql o valor do iphone 7 plus 32gb lacrado, ou seja novo",pagamento
"moço,  vim pelo seu canal no youtube, pfvr deixe estoque desse iphone nesse valor até o dia 10, de certeza irei comprar!!",estoque
algum whatsapp para eu conversar diretamente com vendedor?,contato
Qual o valor do 128g,pagamento
Tem vermelho ? Consegue 1 valor melhor ?,cor
"Boa tarde gostaria de saber sobre o xr não consegui mandar mensagem por lá , e original da Apple? O amarelo e o mais em conta ?",original
Aparelho é usado ou é de vitrine/mostruário?,condicao
Me passa seu número pra gente se falar pelo whatsapp,contato
Boa noite me passa seu número pra contato para tirar mais dúvidas faço a compra na hora,contato
Ah blz parece diferente a cor mna ft as tranquilo vou ver Aki a forma de pagamento melhor p mim  brigadao,cor
Envia pra todo o Brasil???,entrega
Faz 1000?,oferta
"Olá, boa tarde, estou pensando em comprar mais tarde, tem na cor prata?",cor
"Olá, quantos meses de uso tem o aparelho? Possui algum defeito? Marca de uso e afins?",condicao
Boa tarde. A bateria está 100%?,especificacoes-tecnicas
Mais o carregador é original né?,acessorios
Que bom.... obrigado,agradecimento
Tem um whatsapp pra nós trocar ideia sobre o produto?,contato
Boa tarde me chama no email fabioceliosantos ª gmail.com`,contato
Qnto tempo o envio ?,entrega
Credo e estranho se e novo pq não vem o fone,acessorios
"Boa noite!  Vi o anúncio deste aparelho por 1.589 reais pois desejo compra-lo , daí eu compartilhei o link via Whatsapp e quando apertei no link o preço ja estava de 1.900 . Pode me informar o real valor do aparelho , o porquê de esta havendo essa troca de valores ?  Obrigada pela atenção.",pagamento
"Boa noite, disponível na cor preta ?",cor
Ele tem biometria ? Tem disponivel na cor preta ? Esse tem a bateria 100%,cor
Esse valor sem juros ?,pagamento
Vc ja usou?,condicao
"Obrigado amigo pelas informações, ele está em qual atualização ?",especificacoes-tecnicas
Qual é o frete pra SP?,frete
Ok... Obg! Se o pagamento for efetuado hj vcs tem ate amanha pra enviar n é?,pagamento
E confiável? se for possível você me passa seu WhatsApp para você poder nos explicar para podemos está conversando melhor,contato
Nao tem cor dourada,cor
Mas afetou pagamento pelo pague seguro,pagamento
porque não acompanha a caixa original?,especificacoes-tecnicas
"Boa noite, tem ele RED?",cor
E qual cor tem disponível ?,cor
Oi VC tem na cor rosa ?,cor
Não tem outra cor a não ser cinza?,cor
Se o anuncio for por aqui tenho frete grátis concedido pelo site em compras a partir de 120,frete
Original mesmo?,original
Poderia me esclarecer uma dúvida antes de efetuar a compra porque tantos comentários negativos dizendo que o produto veio defeituoso e que era falso outros comentários até dizendo que foi bloqueado por carga roubada ?!,original
Valor ???,pagamento
Tem 7 plus? Qual o Valor?,pagamento
Entao.. Eles cobra o frete de 67. O frete nao sai gratis Não.,frete
"Mudou o valor ? 100,00 a mais ?",pagamento
Qual o menor valor no cartão!?,pagamento
Tá desbloqueado?,especificacoes-tecnicas
Aaaa obrigado amigo vc tem mais em estoque?,estoque
O rosa também esta no mesmo valor? 995?,pagamento
Acompanha carregador e fone?,acessorios
Bota de 870 q eu compro,oferta
Avista faz desconto?,oferta
Chega com contos dias pra Macapá,entrega
Me manda seu Whatsapp eu compro agora mesmo.,contato
Vem caixa e fone? E algum número pra contato,contato
Como eu faço pra cancelar a compra?,pagamento
Ok. Entendi,agradecimento
Efetuei a compra com o frete normal de 20 reais mas teria uma forma de chegar mais rápido ? Tipo até sábado,frete
ja realizei o pagamento,agradecimento
"Trava o aparelho, mas eu tenho um 5s e nao trava, você poderia entrar em contato comigo?  ,se possiv desejo saber mais sobre o aparelho, se sanar minhas dúvidas eu desejo comprar",contato
Tenho que dormir quais acessorios vem,acessorios
Vou comprar um depois do dia 21,agradecimento
AINDA DISPONÍVEL? PAGAMENTO À VISTA NO BOLETO. QUAL O MELHOR PREÇO?,pagamento
Consegue fazer 7800?,oferta
O que e max golf?,especificacoes-tecnicas
Olá boa noite poderia chama cep 11 9899-1298 certeza da compra hoje ainda?,contato
"Boa noite, amigo ele tem carregador? Ele tem o icloud bloqueado? Tem ele ainda? Faz 80 com o frete incluso? Quantos de hd ele tem?",frete
"Olá. Fiz uma pergunta para você em outro anúncio do mesmo celular, só que com o valor mais baixo, logo em seguida vc respondeu dizendo que deveria pagar via qrcode, mas vi que o anuncio agora está desativado. Tem como adquirir ainda ?",pagamento
"amigo, tem como fazer por 100 com frete grátis?  para mim o frete ta dando 70 reais",frete
Amigo entrega em mãos? Sou de Praia Grande vou buscar se conseguir melhorar o valor e se estiver realmente nessas condições,entrega
Tem como fazer em valor menor? Só o frete pra mim ficou por 70 reais,frete
Quanto vc venderia o seu se eu te desse o meu?,oferta
Boa tarde! Faz 2 mil a vista?,oferta
Qual o tamanho desse aparelho ele é tamanho pequeno ou maior,especificacoes-tecnicas
Ainda está disponível? Vc tem Whats?,contato
"Ok, últimas dúvidas.. está na garantia, você da alguma? Tem nota fiscal?",garantia
Só que no cartão já foi cobrado,pagamento
Quanto tempo de uso e saude da bateria ?,especificacoes-tecnicas
"Oi boa noite como está o aparelho , Funciona tudo perfeitamente vem com todos acessórios??",acessorios
Ainda disponível,estoque
Porque que no anúncio é dourado e depois diz que a cor é cinza,cor
Pode me mandar algumas fotos no Whatsapp?,contato
Pagamento via mercado pago?????,pagamento
Tem nota fiscal ? Vem com os acessórios ? Garantia ?,nf
Olá amigo jah vendeu ??,estoque
Olá! Apronta entrega ? Pode ser retirado pessoalmente ? Pagamento à vista qual valor ?,entrega
Boa noite. Bateria vem 100%? Tem disponível na cor vermelha?,cor
"Boa tarde,  ainda tem o produto?",estoque
boa noite so tem branco?,cor
Tem na cor gold?,cor
Quero comprar mais. Não tem opção na cor prata disponível,cor
Qual é a cor dele ?,cor
vc tem ainda disponível na cor prata??,cor
"Quero finalizar a compra do iPhone 7 plus preto, como faço pra escolher a cor da case? Ou vocês que manda? A cor que preferirem",cor
Tem um WhatsApp pra eu entrar em contato contigo pra eu vê o produto melhor? Ou se e confiável mesmo eu comprar contigo!?,contato
"Gostei muito do anúncio e voces parecem oferecer um bom conteudo, voces podem me mandar algum numero de contato?",contato
43469 é qual cor ?  Acabei de comprar um .,cor
Olá ainda te no dorado,cor
Vou comprar pode manda as fotos no WhatsApp dele ? Mais fotos do rose 7,contato
Assessórios tudo original ?,acessorios
Não responda nenhum número fora da plataforma do site! Equipe Site,contato
qual a vida util da bateria e os acessorios são originais,acessorios
Manda fotos no meu whatsp do celular?,contato
só tem na cor ouro rosa mesmo?,cor
Tem na cor dourado? Se tiver eu fecho com vcs,cor
Show de bola.,agradecimento
Bom dia vc tem as duas cores disponíveis? Envio imediato após cnfirmação do pagamento?,cor
você tem nas cor prata? Esse produto é usado?,cor
Boa noite qual cor tem?,cor
oii n teria como fazer 12x sem juros?,pagamento
Pega mil,oferta
Oi tem na cor Rose?,cor
Olá ainda tem produto branco ?,cor
A bateria está com quantos porcento de durabilidade ?,condicao
Oiê estou super interessada queria saber se vcs tem contato se sim poderiam me dizer por gentileza?,contato
Já tem quanto tempo de vitrine,condicao
Olá amigo envia em quaisquer lugar do mundo,entrega
Bom dia! E a prova de água?,especificacoes-tecnicas
"Se eu não tenho cartão , como faço a forma de pagamento?",pagamento
As câmeras estão boas?,condicao
"Iphone novo e original, tem garantia",condicao
tem preto fosco ?,cor
Vc so tem esse cor e,cor
Pega meu whatsapp ai pra nos nós desenrolar lar as vezes eu compro por que tou precisando,contato
Podem entrar em contato cmg?? O meu veio com problema,contato
"Tem como após a compra, vc me enviar pelo whats uma foto do que tem? Para eu vê as marcas?",contato
tem algum riscos e arranhões tá como novo o que acompanha o aparelho tem nota fiscal a bateria está como e tem o vermelho?,especificacoes-tecnicas
Caso compra feita amanhã por parte da tarde. O envio fica só pra segunda ou amanhã mesmo?,entrega
Ok mas qual a numeração do r-sim?,especificacoes-tecnicas
Está em bon estado ? Teria como diminuir um pouco o valor ? Pq ainda tem frete aqui para minha cidade,frete
semana entro em contato com vcs,contato
"Gostaria de saber também como está a saúde da bateria, se souber informar",condicao
Ok obrigado qualquer coisa entro em contato,contato
Na cor preto tem??,cor
Quero a cor cinza espacial farei a compra nesse próximo mês chegara?,cor
A inda tem na cor Rosa,cor
Qual cor disponível?,cor
Olá!! Pago a vista! Ainda está disponível?,estoque
O preço  aumentou foi?,pagamento
Vem com todos os acessórios? No momento só tenho esse valor de limite no cartão...,acessorios
Gostaria de saber se o carregador é original?,acessorios
vc me garante isso? qual seria a cor e a capacidade?,cor
Faz 200,oferta
E que cor esta disponível?,cor
Já  fiz o pagamento  em boleto,agradecimento
"Okayy, obrigada",agradecimento
já vendeu,estoque
obgd!!,agradecimento
"Boa tarde, eu tenho frete gratis com mercadoria acima de 100 reais, por que está cobrando frete aqui ?",frete
Tem em estoque a cor preta?,cor
"Boa tarde, teria algum na cor preta?",cor
"Boa tarde, tem ele cor preta ? E possuí algum arranhão?",cor
Como faço pra escolher na cor preto fosco ? Vocês tem Whatsapp ?,cor
"O valor aumenta a cada dia, ai fica difícil né. Eu estava esperando cair um pagamento na minha conta pra efetuar a compra ai aumentou de novo tava 1.895 um absurdo o tanto que aumentou em 3 dias.",pagamento
Gostaria de mais informações porque eu queria fazer o pagamento a vista,pagamento
Tem como  mandar a foto do produto pelo whats pra eu dar uma olhada?,contato
Tem disponível na cor preta fosco?,cor
Na cor preto tem.??,cor
tem na cor preto ?,cor
Boa tarde teria qual cor disponível.?,cor
Boa tarde tem.na cor rosa ?,cor
Realize a compra aguardo um contato de vocês,contato
Faz um desconto com o pagamento a vista?,pagamento
Boa noite!    Tem na cor preta?,cor
Boa noite!    Terão na cor preta?,cor
tem na cor preta ou prata no momento?,cor
aceita um moto G7 play e mais volta? Quanto de volta?,oferta
Vem com quais itens inclusos na caixa ?,acessorios
ainda tem cor rosa?,cor
Quais cor você tem no momento,cor
tem a pronta entrega da cor preta,cor
Eu gostaria de saber si vc tem Whatsapp,contato
Tem a cor dorada,cor
Olá o frete é grátis?,frete
Tem a cor Rose e entrega pro 96203362 ?,cor
Qual o frete para 38.743-156?,frete
E quanto tempo de uso?,condicao
Tem na cor ouro? Entrega RS? 99709450?,cor
Tem a cor rosa ouro ?,cor
"Bom dia, se eu comprar agora posta hoje ? tem na cor rosa?",cor
"Ola, vc tem ele na cor preta.",cor
"Bom dia, tem a pronta entrega na cor preta?",cor
Qual o valor do frete para montes Claros  Rua Pernambuco  monte alegre  39401491,frete
Qual o valor do frete cep 74255160?,frete
E o frete e gratis??,frete
"boa noite, qual o valor do frete para 85200000",frete
"Boa noite. qual o frete para Montanha Espírito Santo, cep 29890000?",frete
"Boa noite, qual o frete para 78601-190? Obrigado",frete
"Boa tarde, ainda está disponível a venda?  Tenho interesse nesse produto.",estoque
Boa tarde tem na cor dourada,cor
Tentei contato pelo numero d alona e nao consegui!,contato
Tem na cor dourada?,cor
"Olá! Vc falou que me fazia R$ 5.300,00, mande o link por favor para pagamento.",pagamento
Olá! Qual a saúde da bateria?,especificacoes-tecnicas
Ok pode ser,agradecimento
Me chama no WhatsApp CEP 11 93452 3564 att Alexandre Gomes,contato
"Para retirar , só posso de sábado ou domingo ....",entrega
"Cara só tenho Esse, estamos em quarentena e se eu tivesse esse dinheiro em mãos já tinha gastado comprando os mantimentos no supermercado",oferta
Me passa seu ZAP pra  gente conversa melhor,contato
Tem como você diminuir preço aí dps no cvs pelo zap ?,contato
tem a cor rose,cor
Boa noite ! Teria na cor Rose ?,cor
Tem cor cinza espacial ?,cor
"Boa tarde fiz a compra do aparelho, gostaria na cor rose. Ele é novo ou vitrine ???",cor
"Como assim a cor ""não se aplica""?",cor
"Se estiver disponivel ate terca eu compro ele, se puder gravar um video dele e mandar por email ou wts",contato
Disponível ? Vamos fechar hoje. Me chama  CEP 11967061431 ATT Diego,contato
Show amei me chama no Whatts Cep 11945908333 att Renato,contato
Olá estou interessado em comprar me chama no Whats cep 11932026784,contato
Tem q cor disponível? Frete para 04016-070?,cor
Tem o de 512 gb na cor Gold. E quem valor?,cor
Tem na cor verde,cor
teria disponivel cor gold?,cor
"Como faço pra pagar frete de 70,00?",frete
"Boa tarde! Fiquei bastante interessada no produto postado no ML. Tenho interesse!       Poderia me contato pelo WhatsApp por gentileza. Prazer Glaucia!  (11 nove,sete,seis,zero,cinco,quatro,três,dois,um.)",contato
"Boa tarde!!!!!!     Tem na cor vermelha, acompanha a respectiva Nota Fiscal. Obrigado.",cor
esta disponivel esse produto,estoque
esta disponivel?valor frete 36212-000?,frete
"Boa tarde! Fiquei bastante interessada no produto postado no ML. Tenho interesse!     Poderia me contato pelo WhatsApp por gentileza. Prazer Glaucia! (11 nove,sete,seis,zero,cinco,quatro,três,dois,um.)",contato
Tem que cor disponível?,cor
tem da cor prata ?,cor
Que cor vc tem?,cor
Vc não tem opção de frete expresso? Pois só tem normal quero comprar no expresso,frete
"Ok obrigado pela pronta resposta,estou avaliando a compra de um XS se resolver farei a compra.",agradecimento
"Sim isso iria parcelar , tira o frete grátis já diminui o valor tbm",frete
Bom dia coloca pra mim pagar o frete e tira a taxa de juros e coloca pra mim pagar e faz 1000?,frete
que cor tem disponivel ?,cor
"Moço vc não vende por R$600,00 ??? No cartão 6 vezes meu limite só tem 600",oferta
